序号    基金名称    基金代码    单位净值    累计净值    日增长率    日增长值
1111    中欧新趋势股票    166001    1.3449    1.6049    -6.08%    -0.0871
1112    中欧信用增利分级    166012    1.0120    1.2020    -0.10%    -0.0010
1113    中欧中小盘(LOF)    166006    1.1573    1.2073    -5.36%    -0.0655
1114    中信红利精选股票    288002    4.4830    5.8830    -5.48%    -0.2600
1115    中信经典配置基金    288001    1.5970    3.8870    -5.17%    -0.0870
1116    中信稳定双利债券    288102    1.1242    1.7846    -0.96%    -0.0109
1117    中银保本二号混合    000190    1.4050    1.4050    0.00%    0.0000
1118    中银持续增长股票    163803    1.0940    3.9635    -6.55%    -0.0767
1119    中银动态策略股票    163805    1.9831    2.5131    -5.58%    -0.1173
1120    中银多策略灵活    000572    1.2840    1.2840    0.00%    0.0000
1121    中银沪深300等权重    163821    1.7990    1.7990    -5.12%    -0.0970
1122    中银价值精选灵活    163810    1.6840    1.7040    -4.81%    -0.0850
1123    中银健康生活股票    000591    1.7760    1.7760    -5.68%    -0.1070
1124    中银蓝筹精选灵活    163809    1.4530    1.4730    -3.58%    -0.0540
1125    中银美丽中国股票    000120    1.4540    1.4890    -6.44%    -0.1000
1126    中银收益混合基金    163804    1.7581    3.1081    -5.25%    -0.0974
1127    中银稳健双利A类    163811    1.4020    1.4020    -1.13%    -0.0160
1128    中银稳健双利B类    163812    1.3780    1.3780    -1.08%    -0.0150
1129    中银稳健增利债券    163806    1.2390    1.4490    -0.24%    -0.0030
1130    中银消费主题股票    000057    1.6640    1.6640    -4.86%    -0.0850
1131    中银新经济灵活    000805    1.8050    1.8050    -7.81%    -0.1530
1132    中银行业优选灵活    163807    1.7895    2.1945    -4.65%    -0.0872
1133    中银优秀企业股票    000432    1.5980    1.5980    -5.83%    -0.0990
1134    中银中国精选混合    163801    1.6773    4.2173    -5.72%    -0.1018
1135    中银中小盘成长    163818    1.7450    1.7450    -6.73%    -0.1260
1136    中银中证100    163808    1.1300    1.1400    -2.16%    -0.0250
1137    中银主题策略股票    163822    2.3570    2.3570    -7.86%    -0.2010
1138    中银转债增强A类    163816    2.3390    2.3390    -2.78%    -0.0670
1139    中银转债增强B类    163817    2.3030    2.3030    -2.79%    -0.0660
1140    中邮多策略灵活    000706    1.3580    1.3580    -6.34%    -0.0920
1141    中邮核心成长股票    590002    0.9412    0.9412    -6.28%    -0.0631
1142    中邮核心竞争力灵活    000545    1.9020    1.9020    -6.12%    -0.1240
1143    中邮核心优势灵活    590003    1.9970    2.1770    -3.99%    -0.0830
1144    中邮核心优选股票    590001    1.5708    2.7908    -6.11%    -0.1022
1145    中邮核心主题股票    590005    1.8760    2.0360    -5.63%    -0.1120
1146    中邮上证380    590007    2.0420    2.1020    -6.76%    -0.1480
1147    中邮双动力混合    000571    1.5550    1.5550    -0.83%    -0.0130
1148    中邮稳定收益A类    590009    1.0800    1.2520    0.09%    0.0010
1149    中邮稳定收益C类    590010    1.0710    1.2430    0.09%    0.0010
1150    中邮战略新兴产业    590008    4.9040    4.9040    -6.23%    -0.3260
1151    中邮中小盘灵活    590006    2.0680    2.0680    -5.35%    -0.1170
